no,name,team,score,numOfGame,ScorePergame
1,김대환2,수원,2,2,1
2,조상원,전북,3,3,1
2,노수만,전남,3,1,3
4,한상수,부산,4,5,0.8
5,김준석,부산,9,5,1.8
5,성원종,대전,9,4,2.25
7,이명열,포항,10,5,2
8,박종문,전남,11,12,0.92
9,조준호,포항,16,12,1.33
10,양지원,울산,20,14,1.43
