no,name,team,score,numOfGame,ScorePergame
1,이정래,광주상,1,1,1
2,박상철1,전남,2,4,0.5
2,박동석,광주상,2,1,2
2,양동원,대전,2,1,2
5,송유걸,인천,3,4,0.75
5,최현,부산,3,4,0.75
5,성경일,경남,3,1,3
8,최무림,울산,5,4,1.25
9,한동진,제주,6,7,0.86
