no,name,team,score,numOfGame,ScorePergame
1,류영록,대우,2,1,2
2,신범철,대우,3,2,1.5
3,토체프,유공,5,9,0.56
3,김봉수,LG,5,6,0.83
5,최인영,현대,7,10,0.7
5,김동훈,대우,7,8,0.88
7,차상광,포철,8,7,1.14
8,김병지,현대,15,21,0.71
9,이명열,포철,18,21,0.86
