no,name,team,score,numOfGame,ScorePergame
1,성경일,광주상,1,2,0.5
1,김다솔,포항,1,1,1
1,최현,부산,1,1,1
4,성경모,인천,2,1,2
4,홍정남,전북,2,1,2
6,이범수,전북,3,1,3
6,임인성,광주상,3,1,3
8,황교충,포항,4,4,1
8,김대환2,수원,4,2,2
