no,name,team,score,numOfGame,ScorePergame
1,이정래,전남,2,1,2
2,박호진,수원,3,4,0.75
2,한동진,광주상,3,3,1
2,김호준1,서울,3,2,1.5
2,박종문,전남,3,1,3
6,김지혁,울산,4,4,1
6,박준영,대구,4,1,4
8,김대환2,수원,6,3,2
9,박상철1,성남,8,6,1.33
