no,name,team,score,numOfGame,ScorePergame
1,권기보,수원,1,1,1
2,권찬수,인천,2,1,2
3,김성민,광주상,4,3,1.33
4,최현,제주,7,7,1
4,신승경,부산,7,3,2.33
6,김태진2,대구,9,7,1.29
6,성경일,전북,9,6,1.5
8,정성룡,포항,10,15,0.67
9,박호진,수원,11,15,0.73
