no,name,team,score,numOfGame,ScorePergame
1,샤샤1,유공,2,2,1
2,이용발,유공,3,2,1.5
3,김민철,유공,5,5,1
4,최인영,현대,6,6,1
5,유대순,유공,7,5,1.4
6,류영록,대우,12,9,1.33
7,차상광,유공,14,16,0.88
8,김봉수,LG,20,12,1.67
8,신범철,대우,20,11,1.82
