no,name,team,score,numOfGame,ScorePergame
1,이양종,대구,1,2,0.5
1,김대호,전남,1,1,1
1,양한빈,강원,1,1,1
4,김교빈,대구,2,3,0.67
5,이정래,광주,6,2,3
6,권정혁,인천,8,7,1.14
7,윤기해,광주,9,5,1.8
8,이상기,상주,10,6,1.67
9,김민식,전북,11,9,1.22
