no,name,team,score,numOfGame,ScorePergame
1,일리치,부산,2,7,0.29
2,페트로,전남,3,3,1
3,김봉수,안양LG,4,3,1.33
4,이대희,부천SK,5,1,5
5,신범철,부산,7,11,0.64
6,성원종,전북,8,4,2
7,김병지,울산,9,13,0.69
7,드라간1,포항,9,8,1.13
7,이운재,수원,9,7,1.29
10,박종문,전남,10,15,0.67
