no,name,team,score,numOfGame,ScorePergame
1,김황호,현대,3,2,1.5
1,박철우,포철,3,2,1.5
3,호성호,현대,4,6,0.67
4,차상광,럭금,5,6,0.83
5,박연혁,유공,7,6,1.17
6,정성교,대우,9,7,1.29
7,최인영,현대,10,12,0.83
7,이주한,한일,10,5,2
9,김현태,럭금,12,15,0.8
