no,name,team,score,numOfGame,ScorePergame
1,김진영,포항,1,1,1
1,박지영,상주,1,1,1
1,이준식,울산,1,1,1
4,최은성,전북,3,3,1
5,노동건,수원,4,4,1
6,전상욱,성남,6,3,2
7,유상훈,서울,9,15,0.6
7,김다솔,포항,9,7,1.29
7,손정현,경남,9,6,1.5
10,유현,인천,11,10,1.1
