no,name,team,score,numOfGame,ScorePergame
1,양동원,대전,1,2,0.5
1,유재훈,대전,1,2,0.5
1,권정혁,포항,1,1,1
4,김지혁,울산,2,3,0.67
4,신승경,부산,2,1,2
6,박호진,수원,4,2,2
7,김성민,광주상,5,2,2.5
8,한동진,제주,8,6,1.33
9,성경일,전북,9,7,1.29
10,권찬수,인천,11,7,1.57
