no,name,team,score,numOfGame,ScorePergame
1,박상철1,성남,1,1,1
2,김대환2,수원,2,4,0.5
2,박종문,전남,2,3,0.67
2,김진식,대구,2,1,2
2,신승경,부산,2,1,2
6,백민철,광주상,5,6,0.83
7,권찬수,인천,6,4,1.5
8,박동석,서울,7,12,0.58
8,박호진,광주상,7,8,0.88
