no,name,team,score,numOfGame,ScorePergame
1,권찬수,성남,2,6,0.33
1,조상원,전북,2,1,2
3,김지혁,부산,4,3,1.33
4,조준호,포항,7,6,1.17
5,김태진2,전남,9,8,1.13
6,박호진,수원,13,11,1.18
7,양지원,울산,19,15,1.27
8,권정혁,울산,20,12,1.67
9,김병지,포항,22,22,1
