no,name,team,score,numOfGame,ScorePergame
1,알렉세이2,전북,2,1,2
2,김대환2,수원,3,3,1
3,성원종,부산,4,2,2
3,황세하,대전,4,1,4
5,박종문,전남,8,4,2
6,박철우,전남,12,15,0.8
6,김봉수,안양LG,12,6,2
8,임종국,안양LG,16,14,1.14
8,신의손,천안,16,5,3.2
