no,name,team,score,numOfGame,ScorePergame
1,김동훈,대우,6,12,0.5
2,김병지,현대,7,6,1.17
3,류제식,대우,8,6,1.33
4,김봉수,LG,10,12,0.83
4,임종국,LG,10,9,1.11
6,박철우,LG,15,10,1.5
7,유대순,유공,18,11,1.64
8,성원종,대우,19,13,1.46
9,이문영,유공,20,19,1.05
