no,name,team,score,numOfGame,ScorePergame
1,박동석,안양LG,1,1,1
2,박호진,수원,3,5,0.6
3,신범철,수원,6,3,2
4,조준호,포항,7,6,1.17
5,김용대,부산,14,8,1.75
6,권찬수,성남,15,14,1.07
6,한동진,부천SK,15,9,1.67
8,이운재,수원,17,19,0.89
9,박종문,전남,21,27,0.78
