no,name,team,score,numOfGame,ScorePergame
1,김황호,현대,3,7,0.43
2,이기형1,한일,4,4,1
3,서석범,럭금,8,6,1.33
4,김풍주,대우,9,17,0.53
5,정성교,대우,14,11,1.27
6,이재일1,포철,16,13,1.23
7,오연교,유공,22,28,0.79
8,최인영,현대,26,22,1.18
8,전운선,국민,26,15,1.73
