no,name,team,score,numOfGame,ScorePergame
1,황병근,전북,3,3,1
1,김교빈,인천,3,1,3
3,박준혁,성남,4,3,1.33
4,장대희,울산,6,3,2
5,김다솔,인천,7,3,2.33
6,김진영,포항,8,13,0.62
7,이태희,인천,9,7,1.29
7,제종현,상주,9,6,1.5
7,이인수,수원FC,9,5,1.8
