no,name,team,alert,numOfGame,AlertPerGame
1,양종후,수원,9,21,0.43
2,이장관,부산,7,23,0.3
2,윤재훈,전북,7,24,0.29
2,호제리오,전북,7,25,0.28
5,우르모브,부산,6,18,0.33
5,김정재,성남,6,19,0.32
5,김상훈2,울산,6,24,0.25
5,김기동,부천SK,6,30,0.2
9,뚜레,부산,5,15,0.33
9,서동원,대전,5,21,0.24
9,산토스1,울산,5,24,0.21
9,마시엘,전남,5,25,0.2
9,최용수1,안양LG,5,25,0.2
