no,name,team,alert,numOfGame,AlertPerGame
1,손승준,전북,15,17,0.88
2,신형민,포항,11,22,0.5
3,양정민,대전,10,19,0.53
3,김상식,전북,10,22,0.45
5,라피치,강원,8,20,0.4
5,양상민,수원,8,20,0.4
5,김재현,부산,8,21,0.38
5,박진섭,부산,8,21,0.38
5,김형일,포항,8,22,0.36
5,마철준,제주,8,25,0.32
5,정혁,인천,8,25,0.32
