no,name,team,alert,numOfGame,AlertPerGame
1,김영빈,광주,9,24,0.38
1,레이어,수원FC,9,24,0.38
1,최철순,전북,9,25,0.36
4,최규백,전북,8,14,0.57
4,김한원,수원FC,8,16,0.5
4,김병오,수원FC,8,22,0.36
4,강상우,포항,8,24,0.33
4,김오규,상주,8,24,0.33
4,최효진,전남,8,26,0.31
