no,name,team,alert,numOfGame,AlertPerGame
1,김한윤,서울,11,21,0.52
2,모따,성남,9,21,0.43
3,홍성요,전남,8,12,0.67
3,김형일,대전,8,21,0.38
3,드라간3,인천,8,21,0.38
3,이리네,제주,8,23,0.35
7,히칼도,서울,7,12,0.58
7,전광진,광주상,7,16,0.44
7,방승환,인천,7,19,0.37
