no,name,team,alert,numOfGame,AlertPerGame
1,손형선,LG,6,17,0.35
1,이영진,LG,6,26,0.23
1,안성일,대우,6,27,0.22
4,정영호,일화,5,22,0.23
4,오동천,일화,5,27,0.19
6,김성기,대우,4,6,0.67
6,뷔텍,유공,4,16,0.25
6,안익수,일화,4,19,0.21
6,방인웅,일화,4,22,0.18
6,김정혁,대우,4,25,0.16
6,고정운,일화,4,26,0.15
