no,name,team,alert,numOfGame,AlertPerGame
1,고창현,대전,12,19,0.63
2,조병국,성남,11,19,0.58
3,김한윤,서울,10,22,0.45
3,사샤,성남,10,24,0.42
5,강민수,제주,9,19,0.47
5,마철준,제주,9,21,0.43
5,배효성,광주상,9,23,0.39
5,김정우,성남,9,28,0.32
5,이호,성남,9,28,0.32
10,데얀,서울,8,23,0.35
10,정훈,전북,8,23,0.35
10,황지윤,대전,8,24,0.33
