no,name,team,alert,numOfGame,AlertPerGame
1,김한윤,부산,18,36,0.5
2,정우인,광주,15,34,0.44
3,양상민,수원,14,29,0.48
3,이한샘,광주,14,29,0.48
3,박희철,포항,14,32,0.44
3,안상현1,대구,14,32,0.44
7,이지남,대구,13,32,0.41
8,김남일,인천,12,34,0.35
8,이윤표,인천,12,37,0.32
10,곽광선,수원,11,30,0.37
10,케빈,대전,11,37,0.3
10,김수범,광주,11,38,0.29
10,에닝요,전북,11,38,0.29
