no,name,team,alert,numOfGame,AlertPerGame
1,최성환,대구,7,9,0.78
1,박재홍,전남,7,16,0.44
1,한태유,서울,7,16,0.44
1,김한윤,부천SK,7,18,0.39
1,산토스2,포항,7,21,0.33
6,박정석,서울,6,13,0.46
6,김치곤,서울,6,15,0.4
6,히칼도,서울,6,16,0.38
6,최재수,서울,6,17,0.35
6,최윤열,대전,6,18,0.33
6,김도용,전남,6,19,0.32
6,김태수,전남,6,19,0.32
6,최진철,전북,6,19,0.32
6,김성근,포항,6,21,0.29
6,노종건,인천,6,22,0.27
6,김정우,울산,6,23,0.26
6,아기치,인천,6,23,0.26
