no,name,team,alert,numOfGame,AlertPerGame
1,이종화,현대,6,16,0.38
2,김성기,대우,5,18,0.28
2,이재희,대우,5,27,0.19
4,김현석1,일화,4,14,0.29
4,김상문,유공,4,26,0.15
4,임종헌,일화,4,28,0.14
7,김주성,대우,3,9,0.33
7,여범규,대우,3,10,0.3
7,유동관,포철,3,13,0.23
7,남기영,포철,3,19,0.16
7,차석준,유공,3,19,0.16
7,조민국,럭금,3,23,0.13
7,송광환,대우,3,25,0.12
7,김상진,럭금,3,26,0.12
7,노경환,대우,3,26,0.12
7,김현석2,현대,3,28,0.11
7,정종선,현대,3,28,0.11
7,김경범,일화,3,29,0.1
7,송주석,현대,3,29,0.1
7,정영호,일화,3,29,0.1
