no,name,team,alert,numOfGame,AlertPerGame
1,김남일,수원,8,23,0.35
1,오범석,포항,8,23,0.35
1,조성환,포항,8,23,0.35
4,비니시우스,울산,7,18,0.39
4,김한윤,서울,7,22,0.32
4,슈바,대전,7,24,0.29
4,마토,수원,7,26,0.27
8,김종경-1,경남,6,12,0.5
8,강민수,전남,6,18,0.33
8,최성환,대구,6,19,0.32
8,히칼도,서울,6,20,0.3
8,양상민,전남,6,21,0.29
8,강정훈,대전,6,23,0.26
8,산토스2,경남,6,23,0.26
8,유경렬,울산,6,23,0.26
8,김치우,인천,6,24,0.25
