no,name,team,alert,numOfGame,AlertPerGame
1,알미르1,대우,8,16,0.5
2,김판곤,현대,7,25,0.28
3,박광현,일화,6,19,0.32
4,이진호1,대우,5,7,0.71
4,김삼수,LG,5,16,0.31
4,조병영,LG,5,21,0.24
4,이영상,포철,5,22,0.23
4,임재선,현대,5,26,0.19
4,이종화,일화,5,27,0.19
10,조성환,유공,4,11,0.36
10,류웅렬,대우,4,16,0.25
10,이광조,LG,4,20,0.2
10,노태경,포철,4,21,0.19
10,정광석,대우,4,21,0.19
10,백기홍,포철,4,23,0.17
10,방인웅,일화,4,24,0.17
