no,name,team,alert,numOfGame,AlertPerGame
1,김태민2,제주,8,12,0.67
1,홍성요,부산,8,14,0.57
1,조성환,포항,8,16,0.5
1,모따,성남,8,22,0.36
5,김한윤,서울,7,20,0.35
5,기성용,서울,7,21,0.33
5,안재준,인천,7,21,0.33
5,이동식,제주,7,21,0.33
5,호물로,제주,7,21,0.33
5,한태유,서울,7,23,0.3
5,김치곤,서울,7,24,0.29
