no,name,team,alert,numOfGame,AlertPerGame
1,공문배,포철,5,14,0.36
2,강한상,유공,4,12,0.33
2,박동균,럭금,4,15,0.27
2,이영진,럭금,4,19,0.21
2,조윤환,유공,4,21,0.19
6,이재희,대우,3,13,0.23
6,문영래,유공,3,15,0.2
6,이상래,유공,3,15,0.2
6,강재순,현대,3,22,0.14
