no,name,team,alert,numOfGame,AlertPerGame
1,졸리,수원,9,16,0.56
2,조세권,울산,7,24,0.29
3,김태완,대전,6,12,0.5
3,정영훈,대전,6,20,0.3
3,공오균,대전,6,21,0.29
3,김성재1,안양LG,6,22,0.27
3,산드로C,수원,6,22,0.27
3,최윤열,안양LG,6,22,0.27
3,우르모브,부산,6,23,0.26
3,조성환,부천SK,6,23,0.26
