no,name,team,alert,numOfGame,AlertPerGame
1,여범규,대우,4,13,0.31
1,이재희,대우,4,15,0.27
1,정해성,럭금,4,18,0.22
4,최진한,럭금,3,14,0.21
4,최기봉,유공,3,17,0.18
4,조성규,한일,3,18,0.17
4,박항서,럭금,3,19,0.16
4,윤성효,한일,3,20,0.15
9,김성기,유공,2,7,0.29
9,남기영,포철,2,12,0.17
9,김종건1,현대,2,14,0.14
9,이영진,럭금,2,15,0.13
9,김흥권,현대,2,17,0.12
9,김경범,유공,2,19,0.11
9,민진홍,유공,2,20,0.1
