no,name,team,alert,numOfGame,AlertPerGame
1,유상수,부천SK,8,17,0.47
2,빅토르,안양LG,6,14,0.43
2,정정수,울산,6,14,0.43
2,뚜레,부산,6,16,0.38
5,김재형,부산,5,11,0.45
5,김진우,수원,5,16,0.31
5,신성환,수원,5,16,0.31
5,올리,수원,5,16,0.31
9,함상헌,안양LG,4,11,0.36
9,김범수1,전북,4,12,0.33
9,박광현,천안,4,13,0.31
9,박정배,울산,4,13,0.31
9,김한윤,부천SK,4,14,0.29
9,양동연,전남,4,14,0.29
9,이경춘,전북,4,14,0.29
9,최동호,울산,4,14,0.29
9,아보라,천안,4,15,0.27
9,안익수,포항,4,15,0.27
9,윤재훈,울산,4,15,0.27
9,조성환,부천SK,4,15,0.27
9,공오균,대전,4,17,0.24
