no,name,team,alert,numOfGame,AlertPerGame
1,김정혁,전남,10,25,0.4
2,윤성효,수원,9,28,0.32
3,송주석,울산,8,27,0.3
3,세르게이,부천유공,8,28,0.29
5,아디1,수원,7,14,0.5
5,박광현,천안,7,23,0.3
5,김봉현,전북,7,26,0.27
5,조셉,부천유공,7,28,0.25
9,윤희준,부산,6,15,0.4
9,이민성,부산,6,21,0.29
9,안드레이1,전남,6,22,0.27
9,최영일,울산,6,24,0.25
9,신홍기,울산,6,25,0.24
9,신성환,수원,6,26,0.23
9,윤재훈,울산,6,26,0.23
9,조병영,안양LG,6,26,0.23
