no,name,team,NoLooseScore,numOfGame,NoLooseSocrePerGame
1,박종문,전남,0,9,0
2,김병지,포항,0,7,0
2,서동명,울산,0,7,0
4,신의손,안양LG,0,6,0
5,권찬수,성남,0,5,0
5,이용발,전북,0,5,0
5,이운재,수원,0,5,0
5,정유석,부산,0,5,0
5,최은성,대전,0,5,0
