no,name,team,NoLooseScore,numOfGame,NoLooseSocrePerGame
1,김승규,울산,0,14,0
2,신화용,포항,0,13,0
3,김병지,전남,0,11,0
3,김용대,서울,0,11,0
3,전상욱,성남,0,11,0
3,최은성,전북,0,11,0
7,이범영,부산,0,10,0
7,정성룡,수원,0,10,0
9,권정혁,인천,0,8,0
9,박준혁,제주,0,8,0
