no,name,team,NoLooseScore,numOfGame,NoLooseSocrePerGame
1,박철우,전남,0,8,0
2,김이섭,포항,0,5,0
2,이운재,수원,0,5,0
4,김병지,울산,0,3,0
4,김일진,포항,0,3,0
4,김해운,천안,0,3,0
4,박동우,부천SK,0,3,0
4,신범철,부산,0,3,0
4,임종국,안양LG,0,3,0
