no,name,team,NoLooseScore,numOfGame,NoLooseSocrePerGame
1,권순태,전북,0,10,0
2,김이섭,인천,0,9,0
2,이운재,수원,0,9,0
4,김병지,경남,0,8,0
4,정성룡,성남,0,8,0
6,김영광1,울산,0,7,0
6,김용대,성남,0,7,0
6,최은성,대전,0,7,0
9,염동균,전남,0,6,0
