no,name,team,NoLooseScore,numOfGame,NoLooseSocrePerGame
1,신의손,안양LG,0,9,0
2,김병지,울산,0,6,0
2,이용발,부천SK,0,6,0
4,박동우,전남,0,4,0
4,박종문,전남,0,4,0
4,서동명,전북,0,4,0
4,정유석,부산,0,4,0
4,조준호,포항,0,4,0
4,최은성,대전,0,4,0
