no,name,team,offSide,numOfGame,offSidePerGame
1,아드리아노,서울,45,30,1.5
2,황의조,성남,36,34,1.06
3,김신욱,울산,28,38,0.74
4,스테보,전남,23,35,0.66
5,박주영,서울,20,23,0.87
6,케빈,인천,19,35,0.54
7,웨슬리,부산,18,30,0.6
8,에두,전북,16,20,0.8
8,서정진,수원,16,24,0.67
10,까랑가,제주,13,16,0.81
10,정대세,수원,13,21,0.62
10,김호남,광주,13,29,0.45
10,양동현,울산,13,30,0.43
10,이동국,전북,13,33,0.39
