no,name,team,offSide,numOfGame,offSidePerGame
1,샤샤2,성남,37,26,1.42
2,뚜따,안양LG,36,18,2
2,김대의,성남,36,27,1.33
4,디디,부산,32,23,1.39
5,에드밀손,전북,30,27,1.11
6,김도훈,전북,25,22,1.14
7,우성용,부산,20,25,0.8
8,코난,포항,19,23,0.83
9,데니스,수원,18,17,1.06
10,마니치,부산,16,13,1.23
