no,name,team,offSide,numOfGame,offSidePerGame
1,로저,수원,28,32,0.88
2,스토야노비치,경남,25,30,0.83
3,김승대,포항,23,30,0.77
4,양동현,울산,22,30,0.73
5,스테보,전남,21,35,0.6
6,임상협,부산,20,35,0.57
7,황의조,성남,19,28,0.68
8,김태환,성남,17,36,0.47
9,파그너,부산,16,34,0.47
10,정대세,수원,15,28,0.54
