no,name,team,offSide,numOfGame,offSidePerGame
1,오석재,할렐,18,16,1.13
2,최상국,포철,6,16,0.38
3,오필환,할렐,5,12,0.42
3,임석현,국민,5,12,0.42
5,이길용1,포철,4,13,0.31
5,정해원,대우,4,13,0.31
5,이춘석,대우,4,16,0.25
8,신동철,국민,3,2,1.5
8,변병주,대우,3,4,0.75
8,김기효,국민,3,8,0.38
8,이태호,대우,3,8,0.38
8,김희철,포철,3,13,0.23
8,박윤기,유공,3,14,0.21
8,백남수,유공,3,14,0.21
8,조태천,포철,3,14,0.21
8,김정희,할렐,3,15,0.2
8,박창선,할렐,3,15,0.2
8,김용세,유공,3,16,0.19
8,이강석,할렐,3,16,0.19
