no,name,team,Leave,numOfGame,LeavePerGame
1,한재웅,부산,1,1,1
1,김정겸,전북,1,10,0.1
1,이동식,광주상,1,12,0.08
1,임관식,전남,1,14,0.07
1,강민수,전남,1,17,0.06
1,강용,광주상,1,19,0.05
1,심재원1,부산,1,19,0.05
1,김현수2,전북,1,21,0.05
1,드라간3,인천,1,21,0.05
1,배효성,부산,1,21,0.05
1,전재호,인천,1,21,0.05
1,조성환,포항,1,21,0.05
1,박성호,부산,1,23,0.04
1,에두,수원,1,23,0.04
1,임중용,인천,1,23,0.04
1,현영민,울산,1,25,0.04
1,김영광1,울산,1,26,0.04
