no,name,team,Leave,numOfGame,LeavePerGame
1,최종범,포항,1,4,0.25
1,빅토르,부산,1,5,0.2
1,손상호,울산,1,5,0.2
1,이정운1,포항,1,11,0.09
1,최거룩,부천SK,1,14,0.07
1,콜리,대전,1,17,0.06
1,호제리오,전북,1,21,0.05
1,산드로C,수원,1,22,0.05
1,최윤열,안양LG,1,22,0.05
1,찌코,전남,1,23,0.04
1,하리,부산,1,23,0.04
1,전우근,부산,1,24,0.04
1,김현석2,울산,1,25,0.04
