no,name,team,Leave,numOfGame,LeavePerGame
1,성경일,광주상,1,2,0.5
1,안태은,포항,1,4,0.25
1,김한윤,서울,1,14,0.07
1,오주현,대구,1,14,0.07
1,윤원일,인천,1,14,0.07
1,알레,대전,1,17,0.06
1,정윤성,전남,1,18,0.06
1,모따1,수원,1,19,0.05
1,안상현1,경남,1,19,0.05
1,이진호2,포항,1,19,0.05
1,우승제,대전,1,22,0.05
1,김진규,서울,1,23,0.04
1,안재준,인천,1,24,0.04
1,최성국,성남,1,26,0.04
