no,name,team,Leave,numOfGame,LeavePerGame
1,임채민,성남,2,21,0.1
2,홍정호,제주,1,11,0.09
2,박원재,전북,1,15,0.07
2,김상식,전북,1,20,0.05
2,레안드리뉴,대구,1,21,0.05
2,코니,전남,1,22,0.05
2,강승조,경남,1,26,0.04
2,전재호,강원,1,26,0.04
2,이진호2,제주,1,27,0.04
2,김철호,성남,1,29,0.03
2,김병석1,대전,1,31,0.03
2,파그너,부산,1,31,0.03
2,김태환,성남,1,34,0.03
