no,name,team,Leave,numOfGame,LeavePerGame
1,김상훈1,LG,2,13,0.15
2,이기범,일화,1,9,0.11
2,송선호,유공,1,17,0.06
2,조정현,유공,1,19,0.05
2,송주석,현대,1,21,0.05
2,정광석,대우,1,21,0.05
2,신연호,현대,1,23,0.04
2,안익수,일화,1,23,0.04
2,방인웅,일화,1,24,0.04
2,라데,포철,1,25,0.04
2,오동천,일화,1,25,0.04
2,윤상철,LG,1,27,0.04
