no,name,team,Leave,numOfGame,LeavePerGame
1,김재형,부산,1,10,0.1
1,유상수,안양LG,1,12,0.08
1,김건형,울산,1,15,0.07
1,루츠,수원,1,15,0.07
1,조란,전북,1,15,0.07
1,류웅렬,수원,1,16,0.06
1,최거룩,부천SK,1,17,0.06
1,박민서,부산,1,20,0.05
1,조준호,포항,1,20,0.05
1,꼬레아,전북,1,22,0.05
1,박성배,전북,1,23,0.04
1,최은성,대전,1,25,0.04
1,전경준,부천SK,1,28,0.04
