no,name,team,Leave,numOfGame,LeavePerGame
1,윤희준,부산,1,5,0.2
1,고메즈,포항,1,7,0.14
1,모따,성남,1,9,0.11
1,아고스,부천SK,1,9,0.11
1,임유환,전북,1,10,0.1
1,곽태휘,서울,1,11,0.09
1,하찡요,대전,1,14,0.07
1,네아가,전남,1,15,0.07
1,따바레즈,포항,1,16,0.06
1,정경호,광주상,1,18,0.06
1,뽀뽀,부산,1,19,0.05
