no,name,team,Leave,numOfGame,LeavePerGame
1,나희근,대구,1,5,0.2
1,이호,울산,1,7,0.14
1,박건하,수원,1,11,0.09
1,백영철,경남,1,11,0.09
1,이요한,인천,1,11,0.09
1,이천수,울산,1,18,0.06
1,김인호,전북,1,20,0.05
1,박동혁,울산,1,21,0.05
1,박재홍,전남,1,22,0.05
