no,name,team,Leave,numOfGame,LeavePerGame
1,안진규,현대,1,7,0.14
1,조덕제,대우,1,8,0.13
1,김도근,전남,1,9,0.11
1,최대식,LG,1,16,0.06
1,김인완,전남,1,17,0.06
1,겐나디,일화,1,18,0.06
1,이종화,일화,1,18,0.06
1,요한,LG,1,20,0.05
1,이태홍,일화,1,20,0.05
1,박광현,일화,1,22,0.05
1,송주석,현대,1,23,0.04
1,안드레이1,전남,1,23,0.04
1,라데,포항,1,24,0.04
1,이영상,포항,1,24,0.04
