no,name,team,Leave,numOfGame,LeavePerGame
1,아미르,대우,2,21,0.1
1,황보관,유공,2,22,0.09
3,김상진,LG,1,7,0.14
3,아틸라,유공,1,12,0.08
3,이영진,LG,1,15,0.07
3,서효원,포철,1,17,0.06
3,김동기,대우,1,18,0.06
3,김삼수,대우,1,19,0.05
3,김영진,버팔,1,21,0.05
