no,name,team,Leave,numOfGame,LeavePerGame
1,백지훈,전남,1,7,0.14
1,알파이,인천,1,8,0.13
1,안젤코비치,인천,1,11,0.09
1,김종현,대전,1,14,0.07
1,고메즈,전북,1,16,0.06
1,김정우,울산,1,18,0.06
1,홍순학1,대구,1,18,0.06
1,노병준,전남,1,20,0.05
1,신태용,성남,1,20,0.05
1,전재호,인천,1,20,0.05
1,쿠키2,부산,1,20,0.05
1,유상수,전남,1,23,0.04
