no,name,team,Leave,numOfGame,LeavePerGame
1,이영진1,천안,1,13,0.08
1,류웅렬,부산,1,16,0.06
1,빅토르,울산,1,20,0.05
1,장철우,대전,1,21,0.05
1,호제리오,전북,1,21,0.05
1,올리,수원,1,22,0.05
1,최은성,대전,1,23,0.04
1,최동호,울산,1,24,0.04
