no,name,team,Leave,numOfGame,LeavePerGame
1,미첼,천안,1,3,0.33
1,홍종경,천안,1,4,0.25
1,고종수,수원,1,7,0.14
1,신태용,천안,1,7,0.14
1,이태홍,부천SK,1,7,0.14
1,한상열,수원,1,10,0.1
1,김상훈2,울산,1,11,0.09
1,안홍민,울산,1,11,0.09
1,올레그,안양LG,1,11,0.09
1,강준호,안양LG,1,14,0.07
1,김현수2,전남,1,14,0.07
