no,name,team,Leave,numOfGame,LeavePerGame
1,민진홍,유공,1,15,0.07
1,김현태,럭금,1,18,0.06
1,이태호,대우,1,19,0.05
1,김준현,유공,1,26,0.04
1,이영진,럭금,1,26,0.04
1,김평석,현대,1,27,0.04
1,박항서,럭금,1,28,0.04
