no,name,team,Leave,numOfGame,LeavePerGame
1,박영섭,포항,1,4,0.25
1,김대수,대전,1,5,0.2
1,바하,전남,1,7,0.14
1,최영일,부산,1,8,0.13
1,데니스,수원,1,10,0.1
1,이상윤,천안,1,12,0.08
1,정종선,안양LG,1,12,0.08
1,김주성,부산,1,13,0.08
1,루비,천안,1,13,0.08
1,김기동,부천SK,1,14,0.07
1,김범수1,전북,1,15,0.07
1,미하이,수원,1,17,0.06
1,이운재,수원,1,18,0.06
