no,name,team,Leave,numOfGame,LeavePerGame
1,이용기,경남,1,7,0.14
1,김유성,대구,1,12,0.08
1,김기희,대구,1,17,0.06
1,현영민,서울,1,18,0.06
1,고창현,울산,1,19,0.05
1,정경호,대전,1,22,0.05
1,신진호,포항,1,23,0.04
1,한동진,제주,1,30,0.03
1,홍철,성남,1,30,0.03
1,윤빛가람,성남,1,31,0.03
1,강승조,경남,1,32,0.03
1,신화용,포항,1,32,0.03
1,이종호,전남,1,33,0.03
1,윤영선,성남,1,34,0.03
1,김한윤,부산,1,36,0.03
1,보스나,수원,1,36,0.03
