no,name,team,score,numOfGame,ScorePergame
1,윤상철,LG,21,28,0.75
2,라데,포철,18,27,0.67
3,황보관,유공,12,22,0.55
4,김경래,버팔,10,29,0.34
5,노경환,대우,9,22,0.41
6,김종건2,현대,9,22,0.41
7,최용수1,LG,9,29,0.31
8,이광종,유공,8,29,0.28
9,신태용,일화,7,23,0.3
