no,name,team,score,numOfGame,ScorePergame
1,노상래,전남,15,26,0.58
2,김현석2,현대,12,26,0.46
3,황선홍,포항,11,24,0.46
4,최용수1,LG,9,21,0.43
5,샤샤2,대우,7,25,0.28
6,김도훈,전북,6,18,0.33
7,황연석,일화,6,23,0.26
8,황보관,유공,6,23,0.26
9,라데,포항,6,24,0.25
