no,name,team,score,numOfGame,ScorePergame
1,정해원,대우,10,19,0.53
2,함현기,현대,8,20,0.4
3,구본석,유공,7,18,0.39
4,김용세,유공,6,10,0.6
5,조민국,럭금,5,10,0.5
6,이흥실,포철,5,17,0.29
7,이상래,럭금,5,19,0.26
8,윤성효,한일,5,20,0.25
9,이학종,한일,4,10,0.4
